drug_name,atc,uncertainty_atc_match,summary
lactitol,A06AD12,False,SummaryHazard - P - B - T - Risk Exempt The use of carbohydrates is not considered to have any environmental impact.
lactulose,A06AD11,False,SummaryRisk. The use of carbohydrates is not considered to cause any environmental impact. This summary information comes from Fass.
lamivudine,J05AF05,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant
lamotrigine,N03AX09,False,"SummaryThis summary information on persistence, biockumulation and toxicity comes from Fass. The risk comes from the Goodpoint report. Persistence. Lamotrigine is potentially persistent.Bioaccumulation. Lamotrigine has low potential for bioaccumulation.Toxicity. Lamotrigine has low chronic toxicity.Risk. See the Goopoint report."
lanreotide,H01CB03,False,SummaryHazard - P - B - T - Risk See below This summary information comes from Fass. Risk. Exempt but see below for further information.
lansoprazole,A02BC03,False,SummaryHazard 4 P 3 B 0 T 1 Risk Cannot be excluded The data on hazard are based on previous environmental information on Fass.se.
latanoprost,S01EE01,False,"SummaryPersistence. It cannot be excluded that latanoprost is persistent, due to the lack of data.Bioaccumulation. Latanoprost has low potential for bioaccumulation.Toxicity. It cannot be excluded that latanoprost is toxic, due to the lack of data.Risk. Risk of environmental impact of latanoprost cannot be excluded, due to the lack of environmental toxicity data. Information on bioaccumulation comes from the assessment report for Roclanda (latanoprost, netarsudil) 2020."
leflunomide,L04AA13,False,SummaryHazard 5 P 3 B 0 T 2 Risk Insignificant
lenograstim,L03AA10,False,SummaryHazard - P - B - T - Risk Exempt This summary information comes from Fass. Risk. Exempt.
lercanidipine,C08CA13,False,"SummaryPersistence. It cannot be excluded that lercanidipine is persistent, due to the lack of data.Bioaccumulation. Lercanidipine has high potential for bioaccumulation.Toxicity. It cannot be excluded that lercanidipine is toxic, due to the lack of data.Risk. Risk of environmental impact of lercanidipine cannot be excluded, due to the lack of environmental toxicity data. This summary information comes from Fass. It is voluntary for manufacturers to provide information on environmental impact on fass.se."
letrozole,L02BG04,False,SummaryPersistence. Letrozole is potentially persistent.Bioaccumulation. Letrozole has low potential for bioaccumulation.Toxicity. Letrozole has very high chronic toxicity.Risk. The use of letrozole (sales data Sweden 2018) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
leuprorelin,L02AE02,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded Underlying data for B and risk are from Fass.
levetiracetam,N03AX14,False,"SummaryThis summary information on persistence, biockumulation and toxicity comes from Fass UCB Nordic. The risk comes from the Goodpoint report. Persistence. Levetiracetam is potentially persistent.Bioaccumulation. Levetiracetam has low potential for bioaccumulation.Toxicity. Levetiracetam has moderate acute toxicity.Risk. No obvious environmental risk from a Swedish perspective."
levobupivacaine,N01BB10,False,"SummaryHazard - P - B 0 T - Risk Cannot be excluded Levobupivacaine is the S(-)enantiomer of the racemate bupivacaine. Underlying data for P, B, T and risk are from Fass."
levocabastine,R01AC02,False,SummaryThe data on hazard and risk on levocabastine are based on previous environmental information on fass.se (2011-11-23). Environmental information is missing on fass.se (2021-10-15). It is voluntary for manufacturers to provide information about environmental impact on fass.se. Persistence. Levocabastine is potentially persistent.Bioaccumulation. Levocabastine has no significant bioaccumulation potential.Toxicity. Levocabastine has moderate acute toxicity.Risk. The use of levocabastine (sales data Sweden 2010) has been considered to result in insignificant environmental risk.
levodopa,N04BA03,True,SummaryPersistence. Levodopa is degraded in the environment.Bioaccumulation. Levodopa has low potential for bioaccumulation.Toxicity. Levodopa has high acute toxicity.Risk. The use of levodopa (sales data Sweden 2021) has been considered to result in insignificant environmental risk. This summary information comes from Fass Madopark.
levofloxacin,J01MA12,False,SummaryHazard - P - B 0 T - Risk Insignificant
levomepromazine,N05AA02,False,"SummaryHazard 6* P 3 B 0 T 3* Risk Cannot be excludedThe T-value in the score for hazard refers to acute toxicity. Underlying data for P, B, T and risk are from Fass."
levonorgestrel,G03AD01,False,"SummaryThis summary information on persistence, toxicity and risk comes from Fass. The risk is also supported by the reports from Goodpoint. Information on bioaccumulation comes from the reports from Goodpoint. Persistence. Levonorgestrel is persistent. See comment below on ""potential peristence"" under Fass environmental information.Bioaccumulation. Levonorgestrel is below the limit value for high potential to bioaccumulate, but the substance binds to Sex Hormone Binding Globulin (SHBG) and just binding to SHBG is assumed to contribute to the exceptionally high bioconcentration ability (and thus potency) observed in fish for levonorgestrel.Toxicity. Levonorgestrel has very high chronic toxicity.Risk. The use of levonorgestrel (sales data Sweden 2019) has been judged to entail a high risk of environmental impact. Suggestions on how to reduce the emissions of levonorgestrel"
levothyroxine,H03AA01,True,SummaryThis summary information comes from Fass. Persistence. Levothyroxine is potentially persistent.Bioaccumulation. Levothyroxine has low potential for bioaccumulation.Toxicity. Levothyroxine has low acute toxicity.Risk. The use of levothyroxine (sales data Sweden 2018) has been considered to result in insignificant environmental risk.
lidocaine,C05AD01,False,SummaryThis summary information comes from Fass. Information on bioaccumulation can also be found in the assessment report Lidocaine/Prilocaine Plethora.Persistence. Lidocaine is potentially persistent.Bioaccumulation. Lidocaine has low potential for bioaccumulation.Toxicity. Lidocaine has moderate acute toxicity.Risk. The use of lidocaine (sales data Sweden 2020) has been considered to result in insignificant environmental risk.
linaclotide,A06AX04,False,"SummaryThis summary information comes from the assessment report. Linaclotide is a peptide. A general exemption from an environmental risk assessment is granted for peptides in guideline (EMEA/CHMP/SWP/4447/00). However, these assumptions are not true for linaclotide. See further information under the heading detailed information. Persistence. No data.Bioaccumulation. Bioaccumulation of linaclotide should be considered very unlikely. Toxicity. No data.Risk. Risk of environmental impact of linaclotide cannot be excluded, due to the lack of environmental toxicity data. Environmental information is missing on fass.se (2021-01-21). It is voluntary for manufacturers to provide information about environmental impact on fass.se."
linagliptin,A10BH05,False,SummaryPersistence. Linagliptin is considered to be slowly degraded in the environment.Bioaccumulation. Linagliptin has low potential for bioaccumulation.Toxicity. Linagliptin has low chronic toxicity.Risk. The use of linagliptin (sales data Sweden 2019) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
linezolid,J01XX08,False,SummaryHazard - P - B - T - Risk Cannot be excluded
lipegfilgrastim,L03AA14,False,SummaryHazard - P - B - T - Risk Cannot be excluded 
liraglutide,A10BX07,False,"SummaryThe active substance liraglutide is a peptide and is not considered to have any environmental impact. However, Fass writes the following: Even though biomolecules, such as vaccines and hormones, are exempted they should still be regarded as biologically active. This summary information comes from assessement reports and Fass.se."
lisinopril,C09AA03,False,"SummaryHazard 3 P 3 B 0 T 0 Risk Low The T-value in the score for hazard refers to acute toxicity. Underlying data for P, B and T are from Fass. For the risk, see the report Goodpoint 2019."
lithium,N05AN01,False,SummaryHazard - P - B - T - Risk Exempt This summary information comes from Fass. Risk. Exempt.
lixisenatide,A10BX10,False,SummaryHazard - P - B - T - Risk See below This summary information comes from Fass. Risk. Exempt but see below for further information.
lomustine,L01AD02,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se (2019-04-26). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
loperamide,A07DA03,False,"SummaryPersistence. It cannot be excluded that loperamide is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that loperamide bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that loperamide is toxic, due to the lack of data.Risk. The use of loperamide has been considered to result in low risk of environmental impact (2016). Environmental information is missing on fass.se for loperamide (2023-01-23). It is voluntary for manufacturers to provide information on environmental impact on fass.se. Risk comes from the Report Goodpoint 2016."
lopinavir,J05AR10,False,"SummaryThis summary information comes from Fass. Persistence. The potential for persistence of lopinavir cannot be excluded, due to lack of data.Bioaccumulation. Lopinavir has high potential for bioaccumulation.Toxicity. No data.Risk. The environmental risk could not be calculated since there is not sufficient ecotoxicity data."
loratadine,R06AX13,False,"SummaryHazard 5 P 3 B 0 T 2 Risk Low The T-value in the score for hazard refers to chronic toxicity. Underlying data for P, B and T are from Fass. Risk see the report Goodpoint 2019. The major metabolite – desloratadine (DL) – is pharmacologically active and is responsible for much of the clinical effect."
lorazepam,N05BA06,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se (2019-03-13). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
losartan,C09CA01,False,SummaryThis summary information on persistence and toxicity comes from Fass. Information on bioaccumulation and risk comes from the report by Goodpoint. Persistence. Losartan is potentially persistent.Bioaccumulation. Losartan has high potential for bioaccumulation.Toxicity. Losartan has low chronic toxicity.Risk. See the report from Goodpoint.
lumefantrine,P01BF01,False,SummaryHazard 8 P 3 B 3 T 2 Risk Insignificant
lutropinalfa,G03GA07,False,SummaryHazard - P - B - T - Risk Exempt
lymecycline,J01AA04,False,SummaryRisk. See the report from Goodpoint. Environmental information is missing on fass.se for lymecycline (2022-08-17). It is voluntary for manufacturers to provide information on environmental impact on fass.se. Lymphcycline is rapidly hydrolysed to active tetracycline upon absorption. See also tetracycline.
lynestrenol,G03AC02,False,SummaryHazard - P - B 3 T - Risk Cannot be excluded  Underlying data are from Fass.
macitentan,C02KX04,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
macrogol,A06AD15,False,SummaryPersistence. Macrogol is degraded in the environment.Bioaccumulation. Macrogol has low potential for bioaccumulation.Toxicity. Macrogol has low chronic toxicity.Risk. The use of macrogol (sales data Sweden 2018) has been considered to result in low environmental risk.This summary information comes from Fass.
magnesiumchloride,A12CC01,False,"SummaryHazard - P - B - T - Risk Exempt According to the European Medicines Agency guideline on environmental risk assessments for pharmaceuticals (EMA/CHMP/SWP/4447/00) vitamins, electrolytes, amino acids, peptides, proteins, carbohydrates, lipids proteins, vaccines and herbal medicinal products are exempted because they are unlikely to result in significant risk to the environment."
mangafodipir,V08CA05,False,SummaryHazard 4 P 3 B 0 T 1 Risk Cannot be excluded The medicine is now withdrawn from use in Europe. The data on hazard and risk are based on previous environmental information on Fass.se.
maprotiline,N06AA21,False,SummaryHazard 6 P 3 B 0 T 3 Risk Cannot be excluded 
mebendazole,P02CA01,False,SummaryHazard 6* P 3* B 0 T 3 Risk Insignificant 
meclozine,R06AE05,False,SummaryEnvironmental information is missing on fass.se (2020-11-05). It is voluntary for manufacturers to provide information about environmental impact on fass.se. The risk comes from the report by Goodpoint. Persistence. No data.Bioaccumulation. No data.Toxicity. No data.Risk. See the report from Goodpoint. Suggestions on how to reduce the emissions of meclozine
mefloquine,P01BC02,False,SummaryHazard 6 P 3 B 0 T 3 Risk Insignificant
megestrol,L02AB01,False,SummaryHazard 9 P 3 B 3 T 3 Risk Cannot be excluded The data on hazard and risk are based on previous environmental information on Fass.se. Environmental information is missing on fass.se (2018-11-06). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
melatonin,N05CH01,False,"SummaryThis summary information comes from Fass and data on bioaccumulation also from the assessment report for Slenyto (melatonin). Persistence. It cannot be excluded that melatonin is persistent, due to the lack of data.Bioaccumulation. Melatonin has low potential for bioaccumulation.Toxicity. It cannot be excluded that melatonin is toxic, due to the lack of data.Risk. Risk of environmental impact cannot be excluded, due to the lack of environmental toxicity data."
meloxicam,M01AC06,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant 
melperone,N05AD03,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information for melperone is not available on Fass.se (2019-03-13). It is voluntary for manufacturers to publish environmental impact information on Fass.se.
melphalan,L01AA03,False,SummaryHazard 2* P 0 B 0 T 2* Risk Cannot be excluded The data on hazard and risk are based on previous environmental information on Fass.se. Environmental information is missing on fass.se (2019-03-13). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
memantine,N06DX01,False,SummaryThe risk comes from the Goodpoint report. Persistence. No data.Bioaccumulation. No data.Toxicity. No data.Risk. Low environmental risk. Environmental information is missing on fass.se for memantine (2021-04-07). It is voluntary for manufacturers to provide information on environmental impact on fass.se.
mepivacaine,N01BB03,False,SummaryHazard 4* P 3* B 0 T 1* Risk Cannot be excluded
mercaptopurine,L01BB02,False,SummaryHazard 4* P 3 B 0 T 1* Risk Cannot be excluded The data on hazard (P and T) and risk are based on previous environmental information on Fass.se. Environmental information is missing on fass.se (2019-03-13). It is voluntary for manufacturers to provide information about environmental impact on fass.se. Data for B from the assessment report and is also supported by Fass's environmental information.
meropenem,J01DH02,False,SummaryHazard 6 P 3 B 0 T 3 Risk Insignificant
mesalazine,A07EC02,False,"SummaryPersistence. It cannot be excluded that mesalazine is persistent, due to the lack of data.Bioaccumulation. Mesalazine has low potential for bioaccumulation.Toxicity. It cannot be excluded that mesalazine is toxic, due to the lack of data.Risk. Risk of environmental impact of mesalazine cannot be excluded, due to the lack of environmental toxicity data.This summary information comes from Fass. It is voluntary for manufacturers to publish environmental impact information on Fass.se."
metformin,A10BA02,False,"SummaryPersistence. Metformin is slowly degraded in the environment.Bioaccumulation. Metformin has low potential for bioaccumulation.Toxicity. Metformin has moderate chronic toxicity.Risk. The use of metformin in Sweden has been considered to result in low environmental risk. This summary information about persistence and bioaccumulation for metformin is from the assessment report Segluromet (ertugliflozin/metformin hydrochloride) 25 January 2018, EMA/86928/2018 and Fass. Information about toxicity comes from Fass environmental information for Komboglyze. The risk comes from the report of Goodpoint. Metformin is included on the watch list of substances for Union-wide monitoring in the field of water policy pursuant to Directive 2008/105/EC of the European Parliament and of the Council."
methadone,N07BC02,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
methenamine,J01XX05,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
methotrexate,L01BA01,False,"SummaryPersistence. It cannot be excluded that methotrexate is persistent, due to the lack of data.Bioaccumulation. Methotrexate has low potential for bioaccumulation.Toxicity. Methotrexate has high acute toxicity.Risk. Exceptional good margin between exposure based on Swedish conditions and  and known effect level. Data as basis for B and T are from the assessment report for Jylamvo. The information about B is also supported by Fass. The risk comes from the report by Goodpoint 2016."
methylaminolevulinate,L01XD03,False,SummaryHazard 6* P 3 B 0 T 3* Risk Cannot be excluded
methylergometrine,G02AB01,False,"SummaryPersistence. It cannot be excluded that methylergometrine is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that methylergometrine bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that methylergometrine is toxic, due to the lack of data.Risk. Risk of environmental impact of methylergometrine cannot be excluded, due to the lack of environmental toxicity data.   Environmental information is missing on fass.se for methylergometrine (2023-06-28). It is voluntary for manufacturers to provide information on environmental impact on fass.se."
methylphenidate,N06BA04,False,"SummaryThis summary information comes from various Fass texts, see under detailed information, including previously published information. Persistence. Methylphenidate is potentially persistent.Bioaccumulation. Methylphenidate has low potential for bioaccumulation.Toxicity. Methylphenidate has high acute toxicity.Risk. The use of methylphenidate (sales data Sweden 2019) has been considered to result in insignificant environmental risk."
methylprednisolone,H02AB04,False,"SummaryPersistence. It cannot be excluded that methylprednisolone is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that methylprednisolone bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that methylprednisolone is toxic, due to the lack of data.Risk. Risk of environmental impact of methylprednisolone cannot be excluded, due to the lack of environmental toxicity data. This summary information comes from Fass. Manufacturer has on fass.se stated that data about the environmental impact is missing for methylprednisolone so that the environmental risk cannot be calculated. It is voluntary for manufacturers to provide information on the environmental impact on fass.se."
metoclopramide,A03FA01,False,SummaryPersistence. Metoclopramide is potentially persistent.Bioaccumulation. Metoclopramide has low potential for bioaccumulation.Toxicity. Metoclopramide has moderate acute toxicity.Risk. The use of metoclopramide (sales data Sweden 2019) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
metoprolol,C07AB02,False,SummaryThis summary information comes from Fass. The risk is also confirmed by the investigation from Goodpoint. Persistence. Metoprolol is potentially persistent.Bioaccumulation. Metoprolol has low potential for bioaccumulation.Toxicity. Metoprolol has moderate acute toxicity.Risk. The use of metoprolol (sales data Sweden 2017) has been considered to result in low environmental risk.
metronidazole,J01XD01,False,"SummaryPersistence. Metronidazole is potentially persistent.Bioaccumulation. Metronidazole has low potential for bioaccumulation.Toxicity. Metronidazole has low chronic toxicity.Risk. See the report from Goodpoint 2018. This summary information about hazard comes from Fass.The information about risk is from the report from Goodpoint 2018, see below."
mianserin,N06AX03,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded In Sweden mianserin has been found in low concentrations. Toxicity data is lacking why risk cannot be excluded.Mianserin has been detected in treated wastewater in Stockholm County in the last five years (2012–2016).
miconazole,G01AF04,False,SummaryEnvironmental information is missing on fass.se for miconazole (2021-09-21). It is voluntary for manufacturers to provide information on environmental impact on fass.se. This summary information is based on previous environmental information on fass.se. Miconazole is monitored within the framework of EU water legislation. Persistence. Miconazole is potentially persistent.Bioaccumulation. Miconazole has high potential for bioaccumulation.Toxicity. Miconazole has high chronic toxicity.Risk. The use of miconazole (sales data Sweden 2015) has been considered to result in low environmental risk.
midazolam,N05CD08,False,"SummaryPersistence. The potential for persistence of midazolam cannot be excluded, due to lack of data.Bioaccumulation. Midazolam has high potential for bioaccumulation.Toxicity. It cannot be excluded that midazolam is toxic, due to the lack of data.Risk. Risk of environmental impact of midazolam cannot be excluded, since no ecotoxicity data are available. This summary information comes from Fass."
mifepristone,G03XB01,False,SummaryPersistence. Mifepristone is degraded in the environment.Bioaccumulation. Mifepristone has low potential for bioaccumulation.Toxicity. Mifepristone has very high chronic toxicity.Risk. The use of mifepristone (sales data Sweden 2020) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
milrinone,C01CE02,False,SummaryHazard 4* P 3 B 0 T 1* Risk Cannot be excluded 
minoxidil,D11AX01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
mirabegron,G04BD12,False,"SummaryHazard 0 P 0 B 0 T 0 Risk Insignificant The T-value in the score for hazard refers to chronic toxicity. Underlying data for P, B, T and risk are from assessment report."
mirtazapine,N06AX11,False,"SummaryThis summary information on persistence, bioaccumulation and toxicity comes from Fass. For the risk, see the report by Goodpoint. Persistence. Mirtazapine is slowly degraded in the environment.Bioaccumulation. Mirtazapine has low potential for bioaccumulation.Toxicity. Mirtazapine has moderate chronic toxicity.Risk. See the report by Goodpoint."
misoprostol,A02BB01,False,"SummaryPersistence. It cannot be excluded that misoprostol is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that misoprostol bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that misoprostol is toxic, due to the lack of data.Risk. Risk of environmental impact of misoprostol cannot be excluded, due to the lack of environmental toxicity data. This summary information comes from Fass. It is voluntary for manufacturers to provide information about environmental impact on fass.se."
mitomycin,L01DC03,False,SummaryHazard 6 P 3 B 0 T 3 Risk Cannot be excluded 
mitoxantrone,L01DB07,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded Underlying data for B is from Fass.
mivacurium,M03AC10,False,SummaryHazard 3* P 3 B 0 T 0* Risk Cannot be excluded
mizolastine,R06AX25,False,SummaryHazard - P - B - T - Risk Cannot be excluded 
moclobemide,N06AG02,False,SummaryHazard 4 P 3 B 0 T 1 Risk Cannot be excluded Underlying data for B comes from Fass environmental information for Aurorix (moclobemide) from Meda (downloaded 2019-04-01). The information on P and T is based on previous environmental information in Fass.
modafinil,N06BA07,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
montelukast,R03DC03,False,SummaryThis summary information comes from Fass. Persistence. Montelukast is potentially persistent.Bioaccumulation. Montelukast has high potential for bioaccumulation.Toxicity. Montelukast has high chronic toxicity.Risk. The use of montelukast (sales data Sweden 2018) has been considered to result in insignificant environmental risk.
morphine,N02AA01,False,"SummaryPersistence. It cannot be excluded that morphine is persistent, due to the lack of data.Bioaccumulation. Morphine has low potential for bioaccumulation.Toxicity. It cannot be excluded that morphine is toxic, due to the lack of data.Risk. Risk of environmental impact of morphine cannot be excluded, due to the lack of environmental toxicity data.This summary information comes from Fass. Manufacturer has on fass.se stated that data is missing for the substance so that the environmental risk cannot be calculated. It is voluntary for manufacturers to provide information on the environmental impact on fass.se."
moxifloxacin,J01MA14,False,"SummaryHazard 6* P 3 B 0 T 3* Risk Cannot be excluded The toxicity is not tested on blue-green algae (cyanobacteria) , thats why environmental risk can not be calculated. . When selecting the algal test for antibiotics the European Medicines Agency, EMA recommends test on blue-green algae (cyanobacteria).Studies have shown that even low concentrations of antibiotics in the environment may trigger antibiotic resistance and therefore measures should be taken to ensure that as little as possible ends up in our environment."
moxonidine,C02AC05,False,SummaryHazard 5 P 3 B 0 T 2 Risk Insignificant
mupirocin,R01AX06,False,SummaryHazard 3* P 3* B 0 T 0* Risk Cannot be excluded
mycophenolicacid,L04AA06,False,SummaryPersistence. Mycophenolic acid is slowly degraded in the environment.Bioaccumulation. Mycophenolic acid has low potential for bioaccumulation.Toxicity. Mycophenolic acid has very high chronic toxicity.Risk. The use of mycophenolic acid (sales data Sweden 2021) has been considered to result in moderate environmental risk. This summary information comes from Fass.
nabumetone,M01AX01,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded
nafarelin,H01CA02,False,"SummaryRisk: Use of amino acids, proteins and peptides is not considered to cause any environmental impact. This summary information comes from Fass."
naloxone,V03AB15,False,SummaryHazard 4 P 3 B 0 T 1 Risk Cannot be excluded 
naltrexone,N07BB04,False,"SummaryPersistence. It cannot be excluded that naltrexone is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that naltrexone bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that naltrexone is toxic, due to the lack of data.Risk. Risk of environmental impact of naltrexone cannot be excluded, due to the lack of environmental toxicity data.  Environmental information is missing on fass.se (2023-03-16). It is voluntary for manufacturers to provide information about environmental impact on fass.se."
nandrolone,A14AB01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
naphazoline,S01GA01,False,SummaryHazard 7* P 3 B 3* T 1* Risk Cannot be excluded 
naproxen,M01AE02,False,"SummaryThis summary information about persistence, bioaccumulation and toxicity comes from Fass. The risk comes from the reports by Goodpoint. Persistence. Naproxen is slowly degraded in the environment.Bioaccumulation. Naproxen has low potential for bioaccumulation.Toxicity. Naproxen has high chronic toxicity.Risk. The use of naproxen has been considered to result in low environmental risk (year 2019)."
naratriptan,N02CC02,False,SummaryHazard 3 P 3 B 0 T 0 Risk Insignificant 
natalizumab,L04AA23,False,SummaryHazard - P - B - T - Risk Exempt This summary information comes from Fass. Risk. Exempt.
nelarabine,L01BB07,False,SummaryHazard 3 P 3 B 0 T 0 Risk Insignificant
neostigmine,N07AA01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
nepafenac,S01BC10,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
netilmicin,J01GB07,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
nevirapine,J05AG01,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant
niclosamide,P02DA01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
nicotine,N07BA01,False,"SummaryHazard 3 P 0 B 0 T 3 Risk Low The T-value in the score for hazard refers to acute toxicity. Underlying data for P, B, T and risk are from Fass.se."
nifedipine,C08CA05,False,SummaryHazard 5* P 3 B 0 T 2* Risk Cannot be excluded 
nilotinib,L01XE08,False,SummaryHazard 6 P 3 B 0 T 3 Risk See below The T-value in the score for hazard refers to chronic toxicity. Underlying data for P and B are from assessment report. T comes from Fass.
nintedanib,L01XE31,False,SummaryHazard 6 P 3 B 0 T 3 Risk Insignificant The T-value in the score for hazard refers to chronic toxicity. Underlying data for B och T are from assessment report. The risk and interpretation of data for P comes from Fass.
nitrazepam,N05CD02,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
nitrofurantoin,J01XE01,False,"SummaryPersistence. It cannot be excluded that nitrofurantoin is persistent, due to the lack of data.Bioaccumulation. Nitrofurantoin has a low potential to bioaccumulate.Toxicity. It cannot be excluded that nitrofurantoin is toxic, due to the lack of data.Risk. Nitrofurantoin is considered to have a low environmental risk, both for eukaryotes (including fish) and bacteria (including risk of selection for antibiotic resistance), even if use were to increase significantly in Sweden.This hazard summary information comes from Fass. The risk comes from the report by Goodpoint.For antibiotics in general, it is recommended that these pharmaceuticals are used as restrictively as possible without jeopardise the patient's health."
nivolumab,L01XC17,False,SummaryHazard - P - B - T - Risk Exempt
nomegestrol,G03DB04,False,SummaryPersistence. Nomegestrol acetate is potentially persistent.Bioaccumulation. Nomegestrol acetate has low potential for bioaccumulation.Toxicity. Nomegestrol acetate has very high chronic toxicity.Risk. The use of nomegestrol acetate (sales data Sweden 2018) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
norepinephrine,C01CA03,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded The risk classification is based on total sold amount (kg) of the substance in Sweden during the year 2013.
norethisterone,G03DC02,False,SummaryThis summary information comes from Fass (Bayer). Persistence. Norethisterone is potentially persistent.Bioaccumulation. Norethisterone has low potential for bioaccumulation.Toxicity. Norethisterone has very high chronic toxicity.Risk. The use of norethisterone (sales data Sweden 2018) has been considered to result in moderate/high environmental risk.
norfloxacin,S01AE02,False,"SummaryAll medicinal products with norfloxacin have been withdrawn from the Swedish market. Previously, there was some risk for the selection of antibiotic resistant bacteria in wastewater treatment plants in Sweden.Studies have shown that even low concentrations of antibiotics in the environment may trigger antibiotic resistance and should therefore be taken to ensure that as little as possible end up in our environment."
norgestimate,G03AA11,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
nortriptyline,N06AA10,False,"SummaryPersistence. It cannot be excluded that nortriptyline is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that nortriptyline bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that nortriptyline is toxic, due to the lack of data.Risk. Risk of environmental impact of nortriptyline cannot be excluded, due to the lack of environmental toxicity data. Environmental information is missing on fass.se for nortriptyline (2022-12-21). It is voluntary for manufacturers to provide information on environmental impact on fass.se."
noscapine,R05DA07,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded
nystatin,A07AA02,False,"SummaryPersistence. It cannot be excluded that nystatin is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that nystatin bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that nystatin is toxic, due to the lack of data.Risk. Risk of environmental impact of nystatin cannot be excluded, due to the lack of environmental toxicity data. Environmental information is missing on fass.se for nystatin (2022-12-21). It is voluntary for manufacturers to provide information on environmental impact on fass.se."
octreotide,H01CB02,False,SummaryHazard - P - B - T - Risk See below This summary information comes from Fass. Risk. Exempt but see additional information in the Fass texts below.
ofloxacin,J01MA01,False,"SummaryOnly Ofloxacin mibe eye drops has marketing authorisation in Sweden, but the medinal product is not currently available according to Fass.se (2022-11-16). There is no environmental information on Fass.se.Ofloxacin is included on the watch list of substances for Union-wide monitoring in the field of water policy pursuant to Directive 2008/105/EC of the European Parliament and of the Council.Ofloxacin is a racemate. One of the enantiomers is levofloxacin (S-enantiomer). Therefore, see also environmental information for levofloxacin."
olaparib,L01XX46,False,"SummaryHazard 4* P 3 B 0 T 1* Risk Insignificant NOTE! The risk assessment is calculated based on the chronic toxicity, which is very highly for fish, 0.32 mg/L. The T-value refers to the acute toxicity."
